,Headline,Country
377,"'In survival mode': Faced with labor shortages and high COVID-19 cases, many Anchorage businesses still fear for their survival",Alaska
378,Western Alaska villages of Stebbins and St. Michael wrestle with ongoing COVID-19 outbreaks,Alaska
379,Spike of COVID-19 cases in Noatak leads to lockdown and temporary school closure,Alaska
380,Delayed shipments of monoclonal antibodies stress supply of time-dependent COVID-19 drug for some in Alaska,Alaska
381,"'Uncharted territory': Cheers, deep frustration as Alaska loses state COVID-19 emergency declaration",Alaska
382,State encourages vaccinated Alaskans in places with high rates of COVID-19 transmission to mask up again,Alaska
383,Uptick in COVID-19 cases prompts new restrictions in Juneau,Alaska
384,Anchorage conservative activist's COVID-19 treatment becomes flashpoint in battle over ivermectin,Alaska
385,Three Alaska Airlines employees die of COVID as leadership moves toward vaccination mandate,Alaska
386,Here are the first 2 winners of the state's $49K COVID vaccine sweepstakes,Alaska
387,Tracking COVID-19 in Alaska: 385 cases and 10 deaths — one of them recent — reported since Friday,Alaska
388,Unscathed: These Alaska villages are reaching herd immunity — without a single case of COVID-19,Alaska
389,Alaska officials detect case of COVID-19 strain first found in South Africa that's less affected by vaccines,Alaska
390,Providence Alaska says its staff must get COVID-19 vaccine or follow additional rules,Alaska
391,Murkowski out of brief quarantine for suspected COVID-19,Alaska
392,"In Alaska, COVID-19 case counts are rising again — and the pace of vaccination has plateaued",Alaska
393,"As U.S. races to detect and track omicron, patchwork surveillance makes that tough",Alaska
394,Why Anchorage COVID-19 infections prompted military leaders to enact stronger measures than the city,Alaska
395,Two major Alaska health care providers say more than 98% of employees are meeting COVID-19 vaccine mandates,Alaska
396,"Gov. Dunleavy tests positive for COVID-19, reports mild symptoms",Alaska
397,Foo Fighters require proof of vaccination or negative COVID-19 test for entry to Alaska shows,Alaska
398,"Anchorage mayor says he won't require COVID-19 vaccines, pushing back against Biden mandate",Alaska
399,Anchorage Assembly rolls back COVID-19 gathering limits and business restrictions,Alaska
400,Alaska COVID-19 case counts and hospitalizations continue to drop as health officials watch global emergence of omicron variant,Alaska
401,"COVID bills sent $1.7 billion to Alaska tribes, but distribution favored the smallest",Alaska
402,Alaska coronavirus Q&A: Answering parents' questions about vaccinating children,Alaska
403,An Alaska Railroad vaccine clinic honored a longtime engineer who died from COVID-19. A friend said it was a fitting tribute for a man who regretted not getting the shot.,Alaska
404,499 Covid cases and six deaths reported Tuesday in Alaska,Alaska
405,"Conservative Alaska lawmakers hear from constituents about ivermectin, vaccine mandates, Fauci conspiracies",Alaska
406,"In Alaska Native villages and across communities of color, the enduring silence of grief",Alaska
407,10 states including Alaska sue feds over COVID-19 vaccine mandate for health care workers,Alaska
408,'Right Side of History': Alaska Mayor Cheers on Vax Skeptics at Fringe Doc Event,Alaska
409,Omicron 'an animal of its own',Alaska
410,The first U.S. case of the omicron variant has now been reported,Alaska
411,Why some researchers think the omicron variant could be the most infectious one yet,Alaska
412,Anchorage School District prepares to offer COVID vaccine to kids ages 5 and up as early as Wednesday,Alaska
413,The U.S. restricts travel from 8 countries as omicron variant spreads,Alaska
414,"The omicron variant is cause for concern — but not panic, Biden says",Alaska
415,"Analysis | 'Needle Nazis,' 'medical brown shirts,' Mengele and Stars of David: How Nazi-coronavirus comparisons have proliferated on the right",Alaska
416,"Trump tested positive for coronavirus before first debate with Biden, former chief of staff says",Alaska
417,Coronavirus Q&A: How many of Alaska's cases involve people who are vaccinated? When can Alaskans expect booster shots?,Alaska
418,Sitka requires masks in city buildings as coronavirus infections spike,Alaska
419,"Anchorage, amid a coronavirus surge that's stressing hospitals, scales back testing hours",Alaska
420,Sitka grapples with spread of COVID-19 as one resident dies and Alaska sees almost 500 new infections,Alaska
421,The World Health Organization warns of very high risk posed by the omicron variant,Alaska
422,"GOP lawmaker, banned from flying Alaska Airlines over mask mandate, tests positive for coronavirus",Alaska
423,Wave of coronavirus infections in Cordova shuts down seafood processor,Alaska
424,"Alaska reports 686 COVID-19 cases Thursday, and state confirms 5 recent deaths at Ketchikan Pioneer Home",Alaska
425,Coronavirus Q&A: What are the odds of winning $49K in Alaska's vaccine drawing? Should I get a booster shot?,Alaska
426,Alaska coronavirus Q&A: What to know about monoclonal antibody therapy,Alaska
427,3 Alaska Airlines employees die of COVID in a month as leadership moves toward vaccination mandate,Alaska
428,"Murkowski bemoans surge of covid cases in Alaska, decries Nazi references about mask mandate",Alaska
429,Tracking COVID-19 in Alaska: 86 cases and 3 deaths reported Tuesday and Wednesday,Alaska
430,Anchorage school nurses are busier than ever as the coronavirus transforms their jobs,Alaska
431,Alaska sees sharp spike in coronavirus cases stemming from B.1.1.7 variant,Alaska
432,"The virus is surging in Alaska’s interior, straining a Fairbanks hospital.",Alaska
433,The Latest: 2nd hospital in Alaska begins rationing care,Alaska
434,Anchorage's public health manager resigns as city faces worst COVID-19 surge of the pandemic,Alaska
435,"'Uncharted territory': Cheers, deep frustration as Alaska loses state COVID-19 emergency declaration",Alaska
436,Alaska reports 55 COVID-19 cases in 2 days as state alert level drops to low for first time in nearly a year,Alaska
437,'We're No Longer Safe': The Coronavirus Rages Through Alaska Native Villages,Alaska
438,Alaska to activate crisis standards of care as FDA authorizes Pfizer vaccine booster for some,Alaska
439,Alaska announces four more cases of more-contagious coronavirus strain first seen in Brazil,Alaska
440,State encourages vaccinated Alaskans in places with high rates of COVID-19 transmission to mask up again,Alaska
441,Tracking COVID-19 in Alaska: 385 cases and 10 deaths — one of them recent — reported since Friday,Alaska
442,"Alaska's North Slope grapples with soaring COVID-19 infection rate, low vaccinations",Alaska
443,Alaska's governor is quarantining after possible coronavirus exposure,Alaska
444,Vaccinated Alaska School Employees to Get Extra Paid Leave if They Test Positive for COVID,Alaska
445,Coronavirus outbreak tied to Ketchikan wrestling tournament involves over 20 cases in 5 Southeast Alaska towns,Alaska
446,The COVID-19 delta variant is causing worry worldwide. Here's the latest on Alaska's outlook.,Alaska
447,Anchorage conservative activist's COVID-19 treatment becomes flashpoint in battle over ivermectin,Alaska
448,Unscathed: These Alaska villages are reaching herd immunity — without a single case of COVID-19,Alaska
449,Bethel Alaska Cops Unwilling to Take Coronavirus Vaccines Threaten to Plunge Remote City Into Chaos,Alaska
450,Scientists team up to make Alaska a leader in the hunt for new COVID-19 strains,Alaska
451,"Breakthrough COVID cases are rising in Alaska. Here's why, and why vaccines are still 'amazing.'",Alaska
452,Contact Tracting,Alaska
453,'Watching themselves die': Fairbanks nurse describes panic and 'air hunger' among COVID patients in video encouraging vaccination,Alaska
454,First US case of COVID-19 omicron variant identified in California,Alaska
455,"Mat-Su school officials, already seeing COVID-19 cases rise, say future mask requirements are likely",Alaska
456,"Alaska reports 2 deaths, 84 COVID-19 cases Wednesday as kids as young as 12 officially become eligible for vaccine",Alaska
457,Anchorage COVID-19 numbers are down. Now it's neighboring Mat-Su that has officials worried.,Alaska
458,Alaska officials detect case of COVID-19 strain first found in South Africa that's less affected by vaccines,Alaska
459,Alaska Town Now Vaccinating Everyone 16 And Older,Alaska
460,Mu variant is fizzling in Alaska,Alaska
461,Anchorage Approves Mask Mandate After Heated Debate,Alaska
462,"Evolving COVID policies for state, Anchorage workforces leave public employees anxious",Alaska
463,COVID-19 threatened Alaska’s fishermen. Here's how they persevered.,Alaska
464,COVID-19 variant first detected in UK has been found in Alaska,Alaska
465,A year in: Alaskans recount the moment they knew the coronavirus would change everything,Alaska
466,"As COVID-19 cases rise, Anchorage Mayor Bronson says he won't enact restrictions and doesn't plan to get vaccinated",Alaska
467,Alaska pediatricians criticize Anchorage's chief medical officer over 'grossly misleading' comments on COVID,Alaska
468,Alaska’s Remote Villages Race Against Time and History,Alaska
469,Alaska mayor promotes debunked treatment for COVID-19,Alaska
470,U.S. Seafoods apologizes to Unalaska after COVID-positive crew caused widespread exposure at local bar,Alaska
471,"In a Fairbanks lab, Alaska scientists search for the new, more contagious coronavirus strain",Alaska
472,Some Alaska feed stores are out of a livestock dewormer because people bought it to treat COVID-19. Health officials say that's a really bad idea.,Alaska
473,"As children's COVID cases surge, there's another virus on the rise",Alaska
474,Hooper Bay experiences Yukon-Kuskokwim region's largest COVID-19 outbreak in months,Alaska
475,Alaska Gov. Dunleavy quarantines at home after close contact with someone who tested positive for coronavirus,Alaska
476,Scientists say Alaska has recorded 10 cases of coronavirus strain first found in California,Alaska
477,Division of Public Assistance,Alaska
478,Cluster of COVID-19 cases sends Metlakatla into lockdown,Alaska
479,"She got COVID-19, got vaccinated - and then got COVID again",Alaska
480,"Anchorage's response to homelessness has seen some success, but there's more to do, says exiting CSS director",Alaska
481,Alaska ends coronavirus state of emergency for second time – Ballotpedia News,Alaska
482,Dunleavy Announces COVID-19 Vaccine Available to All Alaskans – Mike Dunleavy,Alaska
483,Help us tell the stories of the Alaskans we've lost to COVID-19,Alaska
484,'Numerous' people test positive for COVID After Alaska Outdoor Council event attended by Dunleavy and Cronk,Alaska
485,Coronavirus tally: Global cases of COVID-19 near 226 million and Alaska is latest state to ration care,Alaska
486,'The most difficult year': How the coronavirus pandemic changed one Anchorage city block,Alaska
487,Alaska tribal groups race to spend COVID-19 relief money | TheHill,Alaska
488,Alaskan Woman Spends Last Months Of Pregnancy In Isolation To Prevent COVID-19 Spread,Alaska
489,Realities diverge after Anchorage conservative activist dies from COVID,Alaska
490,US High Court says COVID aid goes to Alaska Native corporations,Alaska
491,Rare US case of highly contagious COVID-19 variant from Brazil identified in Alaska,Alaska
492,"Gov. Dunleavy tests positive for COVID-19, reports mild symptoms",Alaska
493,Coronavirus cases detected at Alaska seafood plant owned by Seattle-based Trident Seafoods,Alaska
494,Western Alaska villages of Stebbins and St. Michael wrestle with ongoing COVID-19 outbreaks,Alaska
495,Two major Alaska health care providers say more than 98% of employees are meeting COVID-19 vaccine mandates,Alaska
